,220.4882
adolph,161.32005
adolphe,141.75
adolphs,121.5
adolphus,124.796875
adolphusmeaning,80.0
adonai,127.353516
adonibezek,114.25
adonijah,242.54077
adonikam,124.25
adoniram,107.5
adonis,179.35938
adonizedec,192.5
adoperta,144.0
adopt,102.26091
adopted,130.37503
adoptedly,171.0
adoptedthat,173.0
adoptedwhat,121.0
adopting,122.42616
adoption,153.15666
adoptious,179.0
adoptive,162.0
adopts,125.2793
ador,238.0
adorable,205.9761
adorably,137.0
adoraim,202.0
adoram,140.5
adorat,136.0
adoration,138.73355
adorations,150.875
adord,133.625
adore,105.76865
adored,110.64781
adoreestella,129.0
adorer,187.5
adorers,155.3125
adores,114.49455
adorest,88.0
adoreth,69.0
adoring,143.289
adorn,147.4371
adornd,107.82324
adorne,162.5
adorned,187.03084
adornedin,171.0
adorneth,133.0
adorning,173.24306
adornings,79.0
adornment,130.54977
adornmentnevertheless,123.0
adornments,107.46875
adorns,179.78125
adornthe,87.0
adoting,123.0
adoubted,170.0
adoughty,168.0
adourne,207.0
adown,105.78516
adowna,68.5
adraksin,135.125
adramadio,117.5
adrammelech,124.5
adramyttium,90.5
adrana,192.0
adraste,144.0
adrastus,132.96875
adread,112.84375
adream,267.0
adreaming,126.0
adressing,142.0
adrestias,124.0
adrestus,104.0
adrets,232.0
adria,153.0
adriadne,159.0
adriadnes,196.0
adriae,223.0
adrian,190.60684
adriana,97.09533
adriani,91.0
adriano,93.625
adrianople,201.0
adrianopoli,342.0
adrians,178.0
adriatic,87.5
adriel,151.5
adriencharles,160.0
adrift,124.383804
adrinkin,88.5
adrinking,158.5
adriving,134.0
adroit,122.2991
adroitly,158.39868
adroitness,114.13742
adroop,161.5
ads,197.14209
adsint,213.0
adspicit,209.0
adstrictoque,118.0
adsum,153.0
adtherp,85.0
aduanturier,276.0
aducking,111.0
adulation,142.4375
adulator,136.0
adulatorswhat,129.0
adullam,139.58594
adullamite,93.5
adult,136.14551
adulter,165.5
adulterate,169.396
adulterated,134.0625
adulterates,107.0
adulterating,244.0
adulteration,158.75
adulterer,147.95996
adulterers,180.3291
adulteress,109.93359
adulteresses,111.75
adulteries,138.23438
adulterous,132.11194
adulterously,179.0
adultery,128.94128
adulterya,203.0
adulterycatullus,123.0
adulterydiogenes,149.0
adultress,98.5
adults,141.60156
adultum,133.0
adummim,107.0
adun,141.75
adurat,146.0
adust,114.0
adustum,110.0
adv,139.3125
advancd,113.41187
advance,131.1459
advancea,152.0
advanceas,198.0
advanced,139.11841
advancedthe,117.0
advanceguards,127.0
advancehave,99.0
advanceit,163.0
advancement,153.85059
advancements,145.0
advancemoney,142.0
advanceno,146.0
advances,156.21179
advancesi,228.0
advanceso,96.0
advancing,126.39997
advancinghe,147.0
advantage,93.86956
advantageable,106.0
advantaged,96.5
advantagefor,111.0
advantagein,179.0
advantageous,160.83464
advantageousher,182.0
advantageously,126.27759
advantages,116.33243
advantagesit,129.0
advantagesno,164.0
advantageth,93.0
advantagethat,198.0
advantaging,92.0
advent,122.57684
adventavit,158.0
adventitious,144.80469
adventmy,134.0
adventrous,96.0
adventu,191.0
adventurd,102.0
adventure,131.02362
adventured,138.5
adventureless,146.0
adventurer,147.87677
adventurergod,195.0
adventurers,128.39026
adventures,138.23938
adventuresbeginning,156.0
adventureseeking,66.0
adventureshe,168.0
adventuress,153.5
adventuresses,128.0
adventuresyou,141.0
adventureth,102.0
adventurethats,87.0
adventuring,131.375
adventurous,211.16306
adventurously,159.5625
adverb,139.5
adverbial,111.0
adverbs,114.0
adversa,191.0
adversae,196.0
adversarie,187.0
adversaries,149.27121
adversariesi,107.0
adversarii,155.0
adversariis,341.0
adversarium,246.0
adversary,124.72987
adversarys,153.83301
adverse,174.3403
adversed,99.0
adversely,125.75
adversion,224.0
adversis,117.5
adversities,117.125
adversity,133.45293
adversitys,163.0
adversoque,255.0
adversum,125.0
adversus,262.0
advert,131.13281
advertas,146.0
adverted,130.07031
adverting,135.875
advertisd,142.75
advertise,139.76529
advertised,158.39973
advertisedthis,171.0
advertisement,113.49528
advertisementabout,201.0
advertisementboards,214.0
advertisementhow,97.0
advertisements,138.4158
advertiser,107.47656
advertising,165.4403
advertnot,103.0
advesawies,146.0
advice,134.43106
advicea,134.0
adviceand,139.0
advicedo,143.0
advicegiver,113.0
adviceid,148.0
advicenot,173.0
adviceor,126.0
adviceruined,229.0
adviceruinedreflexionsmy,187.0
advices,116.15625
advicethis,160.0
advicethose,117.0
advicewhich,174.0
advisability,154.5
advisable,122.98727
advisd,119.37136
advise,111.74205
advised,127.209625
advisedly,111.82031
advisement,160.0
adviser,112.08064
advisera,201.0
advisers,136.39532
adviserthe,149.0
advises,162.48888
adviseth,120.5625
advising,97.58735
advisinghomely,177.0
advisings,164.0
advision,127.0
advisory,153.0
advocacy,133.25
advocate,130.65907
advocated,191.91992
advocategeneral,154.0
advocates,164.49066
advocatesi,156.0
advocating,121.37305
advocation,103.0
advocatus,196.0
advoue,219.0
advowson,151.0
advowsons,144.0
adwise,288.0
adying,147.0
adze,102.0
adzed,144.0
ae,100.4375
aeaci,111.0
aeacida,126.0
aeacides,146.0
aeacus,131.0
aeaean,129.78125
aeantides,116.0
aeating,89.0
aecha,102.0
aedepiades,152.0
aedeto,112.0
aedibus,193.0
aedifice,117.0
aedile,85.259094
aediles,104.16211
aedio,135.0
aeede,258.0
aeetesfor,127.0
aegadean,112.5
aegae,109.0
aegean,102.25
aegeon,118.9108
aegeus,128.0
aegina,97.0
aeginatans,107.0
aegion,144.0
aegis,106.37891
aegisbearing,170.25
aegisthus,101.30623
aegisthusand,146.0
aegisthusquit,148.0
aegles,158.0
aegospotami,80.0
aegra,147.0
aegrae,103.0
aegreque,131.0
aegrescitque,127.0
aegri,189.0
aegris,196.0
aegritudinem,82.0
aegro,129.0
aegroti,246.0
aegyptius,101.0
aegyptus,119.25
aei,196.5
aeiou,48.0
aelius,162.0
aemelia,138.0
aemilia,96.125
aemilianus,131.0
aemilius,157.89738
aemmado,173.0
aemula,228.0
aemulation,183.0
aen,204.0
aenea,139.0
aenead,107.0
aeneas,102.47887
aeneid,108.33067
aeneids,110.0
aeneius,129.0
aenia,122.0
aenians,123.0
aenon,188.0
aeolian,152.875
aeolus,119.13641
aeolussweeter,95.0
aeon,136.5
aequa,70.0
aequabile,108.0
aequabilitas,255.0
aequat,158.0
aeque,187.125
aequiparare,141.0
aequivalent,107.0
aequivocal,135.0
aequivocation,150.0
aequo,158.0
aequor,171.0
aequora,187.0
aequoreos,179.0
aequoreum,258.0
aequum,109.0
aequus,188.0
aer,170.0
aera,165.5
aerated,186.0
aere,128.5
aereal,185.0
aereall,137.0
aerial,155.1055
aeriall,128.75
aerian,147.0
aerii,271.0
aeris,131.0
aeroliths,235.0
aeronaut,173.0
aeronautic,229.5
aeronautical,205.0
aeronauts,96.0
aerostation,95.5
aerostiers,174.0
aerugine,176.0
aery,119.5
aerys,102.0
aes,183.5
aeschylus,144.57071
aesculapius,133.875
aeson,139.0
aesop,128.53125
aesopmayeux,112.0
aesops,141.25
aestate,182.0
aesthetic,144.375
aesthetically,147.5
aesthetics,153.5
aesthomaen,138.0
aestimatione,169.5
aestu,183.0
aestuat,170.0
aet,74.0
aetas,191.625
aetate,140.0
aetatem,162.0
aetatibus,107.0
aeterna,172.0
aeternam,180.5
aeterni,132.0
aeterno,176.0
aeternum,165.5
aetes,96.0
aethera,99.0
aetherap,192.0
aethereall,115.0
aethereum,226.0
aetherial,127.0
aetheriall,176.0
aetherius,168.0
aethon,172.0
aetion,131.75
aetions,125.625
aetna,118.5
aetolian,145.0
aetolians,165.0664
aevi,232.0
af,85.0
afanasy,155.26666
afanasys,145.0
afanasyvitch,249.5
afar,111.66488
afarfor,233.0
afasting,134.0
afear,177.0
afeard,154.2624
afeardits,136.0
afeardthy,147.0
afeared,131.96875
afeasting,88.0
afeerd,130.875
afer,119.0
affability,166.89903
affable,213.14037
affablest,183.0
affably,175.01758
affair,125.96615
affairat,149.0
affairbut,152.0
affaire,145.125
affaires,148.66699
affairfor,120.0
affairi,125.0
affairlivy,192.0
affairs,141.48918
affairsall,180.0
affairshis,150.0
affairsif,125.0
affairsin,144.0
affairsits,203.0
affairsla,161.0
affairslivy,196.0
affairsnear,158.0
affairson,256.0
affairsthis,194.0
affairswell,144.0
affairswhich,102.0
affairthis,81.5
affairwhat,79.0
affairyes,115.0
affect,125.52511
affecta,188.0
affectation,112.88374
affectationdevilish,107.0
affectations,120.75
affected,153.37514
affectedly,145.90015
affectedlyno,131.0
affecteth,94.5
affecting,128.87628
affectingly,168.0
affection,170.58832
affectionas,147.0
affectionate,89.66261
affectionately,172.92203
affectionateness,163.0
affectionbut,117.0
affectiond,81.0
affectioned,105.0
affectiones,159.65625
affectionfor,106.0
affectionof,195.0
affections,152.79263
affectionsatisfied,66.0
affectionshe,150.0
affectionsthe,156.0
affectionthat,144.5
affects,122.116425
affectus,157.0
affectusemotions,95.5
affeerd,78.0
afferrent,169.0
affettatore,129.0
affetti,108.0
affetto,86.5
affghanistan,105.0
affiancd,86.0
affiance,146.125
affianced,147.39195
afficit,147.5
affidavit,110.625
affidavits,169.42188
affied,106.0
affiliated,148.9375
affiliation,190.0
affiliations,143.75
affind,118.0
affined,133.0
affinities,144.33984
affinity,134.12436
affirm,141.58853
affirmance,110.0
affirmare,166.5
affirmation,128.49774
affirmations,158.39917
affirmative,145.04218
affirmatively,149.21875
affirmatives,130.0
affirmativewaits,175.0
affirme,102.0
affirmed,124.51464
affirment,235.0
affirmentur,78.0
affirmeth,229.0
affirming,112.8211
affirmingthat,162.0
affirms,110.83553
affix,156.125
affixed,232.95508
afflatus,160.0
affleck,183.0
afflict,107.079575
afflicted,177.96524
afflictedor,141.0
afflictest,77.0
afflicteth,124.0
afflicting,161.50977
affliction,168.61736
afflictionher,158.0
afflictions,145.71269
afflictive,139.0
afflicts,143.875
affluence,147.47217
affluent,199.1875
affluents,148.0
affly,196.0
afford,112.67999
affordand,162.0
afforded,134.75456
affordedin,207.0
affordeth,99.0
affording,135.30531
affords,135.02469
affordsa,111.0
affray,156.1875
affretta,107.0
affright,131.50787
affrighted,123.65427
affrighteth,104.0
affrighting,125.0
affrights,136.3711
affront,142.74237
affronted,169.84155
affronting,134.0
affronts,186.875
affurer,183.0
affy,111.0
affydavy,161.5
afghan,157.875
afghanistan,129.10547
afghanistana,137.0
afield,175.67369
afighting,196.0
afimya,122.0
afinefigureofawoman,188.0
afire,156.33795
afishing,114.70801
aflame,139.91797
aflectui,165.0
afliuentibus,212.0
aflluere,199.0
afloat,136.47888
afloating,175.5
aflowing,112.0
afluttering,113.0
aflying,119.0
afoam,116.0
afoot,157.57315
afore,117.84217
aforebut,97.0
aforehand,134.14062
aforementioned,160.75
aforenamed,140.0
aforesaid,122.26577
aforesaidand,118.0
aforeset,65.0
aforet,116.0
aforethought,144.75
aforetime,135.51855
afoul,126.0
afra,150.0
afraid,135.54723
afraidafraid,80.0
afraidbut,118.0
afraidi,116.0
afraidit,71.0
afraidnobodyll,126.0
afraidor,115.0
afraidshe,103.0
afraidsore,162.0
afraidthat,150.0
afraidthats,132.0
afraidthe,182.0
afraidthey,123.0
afraidwith,206.0
afraidyour,150.0
afranius,139.0
afrasiab,162.0
afreezn,185.0
afresh,121.743515
afreshi,109.0
afric,120.08594
africa,116.32305
africaa,101.0
africaand,154.0
african,153.85585
africanize,122.0
africans,160.33359
africanus,193.96875
africas,132.0
africasome,131.0
africathe,269.0
africawhat,136.0
afrique,95.25
afroamerican,117.0
afront,106.0
afrosinya,115.0
aft,136.47797
after,142.84221
afteradventures,103.0
afterages,138.0
afterand,129.0
afterattacks,86.0
afterbirth,150.0
afterclang,113.0
afterclaps,97.0
aftercombinations,85.0
afterconversation,130.0
aftercourse,127.0
afterdays,134.4375
afterdeal,125.0
afterdebts,104.0
afterdeck,79.5
afterdelights,239.5
afterdinner,161.41687
afterdinners,118.5
afterdoings,92.0
afterdream,152.0
afterecstasy,196.0
aftereffect,152.75
aftereffects,140.5
afterefforts,155.0
aftereither,173.0
afterenjoyment,147.3125
afterenjoyments,114.0
aftereven,109.0
afterexperience,123.0
aftereye,88.0
afterfate,148.0
afterfive,172.0
afterflame,242.0
afterflavour,180.0
afterfucking,160.0
aftergame,113.0
afterglow,132.8125
afterhatches,135.0
afterhes,164.0
afterhold,92.0
afterhours,120.75
afteri,115.5
afterinquiry,185.0
afterinspection,114.0
afterintimacy,124.0
afterit,217.0
afterjoy,164.5
afterjoys,134.0625
afterlanguor,119.75
afterlanguour,103.0
afterletters,79.0
afterlife,143.81299
afterlight,82.0
afterlighta,140.0
afterloss,63.0
afterlove,85.0
afterloves,327.0
aftermath,97.0
aftermaths,127.0
aftermeeting,104.0
aftermost,114.5
aftern,117.5
afternights,112.0
afternoon,115.446396
afternoonbut,113.0
afternooncopulation,188.5
afternoonfor,143.0
afternooni,126.0
afternoonit,94.0
afternoonmadame,177.0
afternoons,136.99284
afternoonsfor,102.0
afternoonstuesday,183.0
afternoonswashed,131.0
afternoonthe,166.0
afteroar,232.0
afteroarsman,189.0
afteroccurrences,159.0
afteroctavius,194.0
afterone,83.0
afteronly,111.0
afterorgies,140.0
afterpart,95.0
afterpleasure,150.0
afterpossession,116.0
afterproceedings,160.0
afterrencontre,101.0
aftersatisfaction,80.0
aftersensation,152.0
aftersensations,185.375
aftersheen,105.0
aftersome,185.0
aftersuction,127.0
aftersupper,112.0
aftertaste,93.0
aftertenour,134.0
afterthat,237.0
afterthe,178.0
afterthought,178.4419
afterthoughtadded,234.0
afterthoughts,74.0
afterthoughtsome,178.0
afterthoughtsuppose,154.0
aftertime,130.25
aftertimes,159.0
aftervengeance,102.0
afterwalk,93.0
afterward,133.87
afterwards,136.20279
afterwardsand,160.0
afterwardsas,170.5
afterwardsfor,108.25
afterwardsgone,123.0
afterwardshannahs,220.0
afterwardsi,279.5
afterwardsis,140.0
afterwardsit,104.0
afterwardssee,151.0
afterwardssequel,153.0
afterwardsshe,140.0
afterwardsthat,104.0
afterwardswe,103.0
afterwardswhenbut,116.0
afterwardswhether,99.0
afterwardswhy,183.0
afterwit,135.0
afterwits,142.0
afteryears,92.0
afteryou,95.0
aftest,132.0
aftman,161.0
aftray,87.0
aftthe,116.0
afumbling,141.0
afwaid,110.0
aga,111.25
agabus,106.0
agacleus,198.0
agafea,176.79343
agafya,152.3781
agafyafancy,164.0
agag,151.03906
agagite,100.6875
agaglike,177.0
again,170.6488
againa,179.5
againafter,103.0
againagain,139.0
againaimlesslysimply,133.0
againalthough,109.0
againand,130.30078
againanother,145.0
againare,233.0
againas,199.5
againasserts,141.0
againat,171.0
againaye,103.0
againback,197.0
againbecause,220.0
againbefore,74.0
againben,179.0
againbut,138.78125
againclose,110.0
againdeathand,110.0
againdid,124.0
againdo,162.75
againdrive,167.0
againe,112.19174
againechapt,153.0
againevening,176.0
againfor,155.75
againfrench,154.0
againgo,145.0
againgunwale,134.0
againhe,100.0
againhere,123.0
againhis,186.5
againhoping,204.0
againi,154.0625
againin,95.0
againing,79.0
againit,105.25
againits,106.0
againjust,87.5
againkitty,193.5
againlet,79.0
againlike,145.0
againlucretius,149.0
againmr,195.0
againmust,130.0
againmy,202.375
againnever,113.0
againno,143.0
againnot,140.75
againnow,131.5
againof,114.0
againoh,198.25
againonce,124.0
againor,141.0
againrather,180.0
againsay,196.0
againselfimportant,229.0
againshe,95.5
againso,197.0
againsomething,156.0
againsophys,203.0
against,199.19922
againstbut,146.0
againstill,182.5
againstiller,164.0
againsusan,107.0
againtaking,210.0
againtell,139.0
againterribly,163.0
againthat,171.25
againthats,136.0
againthe,138.0
againthen,192.0
againthere,121.40625
againthey,151.0
againtheyve,116.0
againthis,130.0
againthough,151.0
againtill,104.0
againto,163.75
againunder,69.0
againwhat,112.0
againwhen,103.0
againwhich,126.0
againwhy,156.0
againyet,126.75
againyou,105.5
agait,174.0
agallop,121.0
agallopin,119.0
agamede,82.0
agamedes,189.0
agamemmons,115.0
agamemnon,109.31714
agamemnona,123.0
agamemnonhow,146.0
agamemnons,146.61823
agamemnonworthy,155.0
agape,159.375
agapenor,133.0
agapo,103.0
agar,156.5
agarenes,88.0
agaric,229.0
agarista,204.0
agas,149.0
agassiz,110.0
agastrophus,98.0
agastrophuss,130.0
agat,136.0
agate,160.03247
agatering,398.0
agates,191.5
agatha,98.67804
agathas,128.875
agathocles,153.34766
agathon,138.125
agathons,134.0
agave,160.0
agazd,78.0
agd,135.29688
agde,256.0
age,136.10468
ageaeneid,89.0
agean,123.5
ageand,180.5
agebat,154.0
ageblackened,183.0
agecalled,103.0
agecamille,141.0
agecatullus,148.0
aged,145.3829
agedhell,164.0
agedlooking,184.0
agedreminiscences,204.0
ageds,111.54297
agedum,166.0
agedwho,156.0
agee,76.0
ageeanwards,111.0
agefrequentand,98.0
agegrote,112.0
agehe,157.0
agehoary,103.25
agehow,107.0
agei,110.5
agein,171.0
ageis,112.0
ageit,173.0
ageladen,84.0
agelaus,138.01172
agellos,199.0
agelong,135.5
agelooking,106.0
agemate,132.5
agen,165.6211
agenay,134.0
agenbite,126.953125
agenbuyer,123.5
agencies,249.91318
agency,184.19312
agenda,162.0
agendath,195.35107
agendi,247.0
agendis,122.0
agendum,211.0
agenois,142.5
agenor,132.52637
agenors,143.125
agens,196.0
agent,143.5395
agentif,220.0
agents,129.10654
agentsthe,182.0
agentthat,133.0
agentthe,176.0
ageold,127.0
ageon,219.0
ageperhaps,86.0
agere,148.25
ageret,167.0
ages,150.67943
agesa,165.0
agescicero,127.0
agescould,130.0
agesdown,108.0
agesgall,73.0
agesilan,194.0
agesilaus,119.49986
agesilausthey,158.0
ageslender,154.0
agesnot,166.0
agesour,164.0
agestennyson,69.0
agesthat,155.0
agesthe,150.0
agestricken,226.0
agesuch,145.0
agethat,198.0
agethe,164.0
agettin,206.0
agewhat,116.0
agewhich,100.0
aggerawayter,127.25
aggere,170.5
aggeus,205.0
agglomeration,118.0
agglutinated,108.0
aggrandise,106.0
aggrandisement,114.0
aggrandising,227.0
aggrandize,167.0
aggrandized,144.75
aggrandizement,143.50087
aggrata,115.0
aggravate,133.0128
aggravated,130.41118
aggravates,108.25
aggravateth,117.5
aggravatin,178.0
aggravatinest,125.0
aggravating,153.12317
aggravatingthe,125.0
aggravatinkinder,132.0
aggravation,182.44696
aggravations,208.0
aggregate,130.57387
aggregated,150.0
aggregation,121.5
aggregations,155.0
aggressing,155.0
aggression,149.35156
aggressionare,222.0
aggressions,116.0
aggressive,95.640625
aggressiveit,169.0
aggressively,170.5
aggressiveness,89.0
aggressor,159.60799
aggressors,144.0
aggriefd,132.0
aggrieved,113.82683
aggrievedthis,203.0
aghast,210.09555
agicultooral,177.0
agier,137.0
agile,146.90993
agilers,159.0
agileshe,220.0
agility,152.17804
agimns,322.0
agimur,157.0
agin,114.62871
aginand,142.0
agincourt,127.890625
aging,245.82812
aginlor,160.0
aginwhen,84.0
agis,166.375
agit,171.5
agitantque,190.0
agitat,149.0
agitate,162.51135
agitated,127.74118
agitatedly,120.5
agitatedvery,151.0
agitates,113.625
agitating,138.09302
agitation,144.4602
agitationa,180.0
agitationand,116.0
agitations,111.79014
agitative,80.0
agitator,147.5
agitators,160.0
agite,135.0
agittn,120.0
agitur,158.75
agiving,198.0
aglae,117.0
aglaion,124.0
agleaming,190.0
agletbaby,99.0
aglitter,210.0
aglovale,133.0
aglow,130.0896
agmen,150.0
agna,169.5
agnathia,126.0
agnes,160.87549
agnese,99.0
agness,178.0
agnew,114.0
agnihe,139.0
agnize,71.0
agnolo,98.0
agnos,108.0
agnosco,144.0
agnostic,182.0
agnus,142.0
ago,105.61017
agoago,202.0
agoand,92.0
agobertha,126.0
agobut,165.0
agodmitri,181.0
agoe,124.0
agoemma,199.0
agog,112.5
agohe,129.0
agohow,145.5
agoi,165.0
agoin,110.6875
agoing,108.867035
agoit,150.5
agolast,173.0
agomaybe,103.0
agone,125.132324
agonever,204.0
agonies,152.55505
agoniesi,149.0
agonised,168.08409
agonising,157.55939
agonisingit,89.0
agonisingly,126.5
agonize,129.0
agonized,117.65436
agonizing,118.30191
agonizingly,169.39062
agonot,125.0
agony,119.394485
agonya,154.0
agonybillows,149.5
agonydescribed,159.0
agonyi,193.0
